case,op,process_id,repeat,input_hash,output_hash,rmse_vs_run0,mae,max_abs,cosine,first_mismatch,nax_enabled,zero_pad_mode,sync_mode
fox2026_step0_block0,sdpa,91911,31,b4415c236e726325,fcf311f2ac496a57,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
fox2026_step0_block0,sdpa,91911,32,b4415c236e726325,fcf311f2ac496a57,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
fox2026_step0_block0,sdpa,91911,33,b4415c236e726325,fcf311f2ac496a57,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
fox2026_step0_block0,sdpa,91911,34,b4415c236e726325,fcf311f2ac496a57,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
fox2026_step0_block0,sdpa,91911,35,b4415c236e726325,fcf311f2ac496a57,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
fox2026_step0_block0,sdpa,91911,36,b4415c236e726325,fcf311f2ac496a57,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
fox2026_step0_block0,sdpa,91911,37,b4415c236e726325,fcf311f2ac496a57,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
fox2026_step0_block0,sdpa,91911,38,b4415c236e726325,fcf311f2ac496a57,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
fox2026_step0_block0,sdpa,91911,39,b4415c236e726325,fcf311f2ac496a57,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
fox2026_step0_block0,sdpa,91911,40,b4415c236e726325,fcf311f2ac496a57,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
fox2026_step0_block0,sdpa,91911,41,b4415c236e726325,fcf311f2ac496a57,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
fox2026_step0_block0,sdpa,91911,42,b4415c236e726325,fcf311f2ac496a57,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
fox2026_step0_block0,sdpa,91911,43,b4415c236e726325,fcf311f2ac496a57,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
fox2026_step0_block0,sdpa,91911,44,b4415c236e726325,fcf311f2ac496a57,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
fox2026_step0_block0,sdpa,91911,45,b4415c236e726325,fcf311f2ac496a57,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
fox2026_step0_block0,sdpa,91911,46,b4415c236e726325,fcf311f2ac496a57,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
fox2026_step0_block0,sdpa,91911,47,b4415c236e726325,fcf311f2ac496a57,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
fox2026_step0_block0,sdpa,91911,48,b4415c236e726325,fcf311f2ac496a57,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
fox2026_step0_block0,sdpa,91911,49,b4415c236e726325,fcf311f2ac496a57,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
fox2026_step0_block0,sdpa,91911,50,b4415c236e726325,fcf311f2ac496a57,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
fox2026_step0_block0,sdpa,91911,51,b4415c236e726325,fcf311f2ac496a57,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
fox2026_step0_block0,sdpa,91911,52,b4415c236e726325,fcf311f2ac496a57,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
fox2026_step0_block0,sdpa,91911,53,b4415c236e726325,fcf311f2ac496a57,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
fox2026_step0_block0,sdpa,91911,54,b4415c236e726325,fcf311f2ac496a57,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
fox2026_step0_block0,sdpa,91911,55,b4415c236e726325,fcf311f2ac496a57,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
fox2026_step0_block0,sdpa,91911,56,b4415c236e726325,fcf311f2ac496a57,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
fox2026_step0_block0,sdpa,91911,57,b4415c236e726325,fcf311f2ac496a57,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
fox2026_step0_block0,sdpa,91911,58,b4415c236e726325,fcf311f2ac496a57,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
fox2026_step0_block0,sdpa,91911,59,b4415c236e726325,fcf311f2ac496a57,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
fox2026_step0_block0,sdpa,91911,60,b4415c236e726325,fcf311f2ac496a57,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
fox2026_step0_block0,sdpa,91911,61,b4415c236e726325,fcf311f2ac496a57,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
fox2026_step0_block0,sdpa,91911,62,b4415c236e726325,fcf311f2ac496a57,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
fox2026_step0_block0,sdpa,91911,63,b4415c236e726325,fcf311f2ac496a57,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
fox2026_step0_block0,sdpa,91911,64,b4415c236e726325,fcf311f2ac496a57,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
fox2026_step0_block0,sdpa,91911,65,b4415c236e726325,fcf311f2ac496a57,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
fox2026_step0_block0,sdpa,91911,66,b4415c236e726325,fcf311f2ac496a57,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
fox2026_step0_block0,sdpa,91911,67,b4415c236e726325,fcf311f2ac496a57,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
fox2026_step0_block0,sdpa,91911,68,b4415c236e726325,fcf311f2ac496a57,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
fox2026_step0_block0,sdpa,91911,69,b4415c236e726325,fcf311f2ac496a57,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
fox2026_step0_block0,sdpa,91911,70,b4415c236e726325,fcf311f2ac496a57,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
fox2026_step0_block0,sdpa,91911,71,b4415c236e726325,fcf311f2ac496a57,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
